City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
261,Sao Filipe,CV,2022-03-27 20:53:49,14.8961,-24.4956,70.79,72,100,10.89,overcast clouds
262,Ossora,RU,2022-03-27 20:53:49,59.2353,163.0719,25.0,86,100,16.35,light snow
263,Ayan,RU,2022-03-27 20:53:50,56.45,138.1667,4.68,90,24,5.99,few clouds
264,Nashville,US,2022-03-27 20:49:08,36.1659,-86.7844,55.51,26,0,9.22,clear sky
265,Padang,ID,2022-03-27 20:52:37,-0.9492,100.3543,74.68,65,47,4.63,scattered clouds
266,Machali,CL,2022-03-27 20:53:51,-34.1833,-70.6667,76.28,29,0,8.05,clear sky
267,Mentor,US,2022-03-27 20:53:51,41.6662,-81.3395,28.74,66,100,16.11,overcast clouds
268,Whitehorse,CA,2022-03-27 20:53:52,60.7161,-135.0538,34.57,48,75,2.3,broken clouds
269,Okha,RU,2022-03-27 20:53:52,53.5739,142.9478,11.57,88,100,20.69,overcast clouds
270,East London,ZA,2022-03-27 20:53:53,-33.0153,27.9116,71.6,81,77,19.84,broken clouds
271,Phan Thiet,VN,2022-03-27 20:49:47,10.9333,108.1,76.62,79,91,3.44,overcast clouds
272,Geraldton,AU,2022-03-27 20:53:54,-28.7667,114.6,73.81,78,75,9.22,broken clouds
273,Lavrentiya,RU,2022-03-27 20:49:20,65.5833,-171.0,12.34,80,95,3.24,overcast clouds
274,Fairbanks,US,2022-03-27 20:50:50,64.8378,-147.7164,36.48,70,0,3.44,clear sky
275,Constitucion,CL,2022-03-27 20:53:55,-35.3333,-72.4167,63.39,68,73,15.64,broken clouds
276,Nyurba,RU,2022-03-27 20:53:56,63.2842,118.3319,-2.09,100,100,2.8,overcast clouds
277,Juba,SS,2022-03-27 20:53:56,4.8517,31.5825,78.21,72,98,7.92,overcast clouds
278,Batagay-Alyta,RU,2022-03-27 20:52:43,67.8006,130.4114,-14.57,90,29,6.35,scattered clouds
279,Fort Nelson,CA,2022-03-27 20:51:15,58.8053,-122.7002,24.39,54,75,2.3,broken clouds
280,Kruisfontein,ZA,2022-03-27 20:53:57,-34.0033,24.7314,65.88,88,100,5.53,overcast clouds
281,Ciudad Bolivar,VE,2022-03-27 20:53:57,8.1222,-63.5497,95.14,34,66,17.25,broken clouds
282,La Reforma,MX,2022-03-27 20:53:58,25.0833,-108.05,79.48,32,23,11.7,few clouds
283,La Ronge,CA,2022-03-27 20:50:31,55.1001,-105.2842,19.62,53,100,13.8,overcast clouds
284,Vila Velha,BR,2022-03-27 20:53:59,-20.3297,-40.2925,84.15,79,0,17.27,clear sky
285,Lagos,NG,2022-03-27 20:53:33,6.5833,3.75,84.52,80,26,6.24,scattered clouds
286,Amapa,BR,2022-03-27 20:54:01,1.0,-52.0,74.08,99,100,2.66,heavy intensity rain
287,Oriximina,BR,2022-03-27 20:54:02,-1.7656,-55.8661,82.06,81,93,2.01,overcast clouds
288,Takoradi,GH,2022-03-27 20:54:02,4.8845,-1.7554,81.3,84,56,6.26,broken clouds
289,Yeppoon,AU,2022-03-27 20:54:02,-23.1333,150.7333,71.38,89,19,5.46,few clouds
290,Qasigiannguit,GL,2022-03-27 20:54:03,68.8193,-51.1922,19.67,79,36,5.95,scattered clouds
291,Bad Freienwalde,DE,2022-03-27 20:54:03,52.7873,14.0304,53.46,64,7,3.0,clear sky
292,Mareeba,AU,2022-03-27 20:54:04,-17.0,145.4333,68.72,94,94,2.89,overcast clouds
293,Verkhoyansk,RU,2022-03-27 20:54:04,67.5447,133.385,-20.04,99,51,2.3,broken clouds
294,Road Town,VG,2022-03-27 20:50:10,18.4167,-64.6167,80.64,69,40,4.61,scattered clouds
295,Bilibino,RU,2022-03-27 20:52:21,68.0546,166.4372,-3.39,98,100,1.59,overcast clouds
296,Skibbereen,IE,2022-03-27 20:54:00,51.55,-9.2667,51.12,94,0,8.95,clear sky
297,Solvychegodsk,RU,2022-03-27 20:54:05,61.3305,46.9156,14.61,89,100,12.33,overcast clouds
298,Sungairaya,ID,2022-03-27 20:54:06,0.7,108.9,76.3,91,84,3.69,broken clouds
299,Waingapu,ID,2022-03-27 20:54:06,-9.6567,120.2641,77.45,83,59,4.54,broken clouds
300,Luwuk,ID,2022-03-27 20:54:07,-0.9516,122.7875,77.27,84,100,2.77,heavy intensity rain
301,Kuusamo,FI,2022-03-27 20:54:07,65.9667,29.1833,-3.96,84,0,3.44,clear sky
302,Te Anau,NZ,2022-03-27 20:54:07,-45.4167,167.7167,57.33,78,9,1.41,clear sky
303,Lucapa,AO,2022-03-27 20:54:08,-8.4192,20.7447,68.0,92,100,1.3,light rain
304,Cidreira,BR,2022-03-27 20:54:08,-30.1811,-50.2056,71.42,73,0,8.48,clear sky
305,Kenitra,MA,2022-03-27 20:54:09,34.261,-6.5802,59.76,67,100,7.87,overcast clouds
306,El Alto,PE,2022-03-27 20:54:09,-4.2714,-81.2147,73.58,73,100,12.62,overcast clouds
307,Kijang,KR,2022-03-27 20:54:10,35.2442,129.2139,44.33,46,100,12.66,overcast clouds
308,Kailua,US,2022-03-27 20:54:10,21.4022,-157.7394,78.75,73,22,3.0,few clouds
309,Cacapava Do Sul,BR,2022-03-27 20:52:10,-30.5122,-53.4914,72.45,46,1,5.59,clear sky
310,Vanavara,RU,2022-03-27 20:54:11,60.34,102.2797,9.21,95,99,7.96,overcast clouds
311,Kahului,US,2022-03-27 20:49:51,20.8947,-156.47,82.42,39,20,16.11,few clouds
312,Sesheke,ZM,2022-03-27 20:54:12,-17.4759,24.2968,72.28,72,71,4.21,broken clouds
313,Bose,IT,2022-03-27 20:50:51,45.4612,8.0137,55.15,33,22,5.61,few clouds
314,Jawhar,SO,2022-03-27 20:51:23,2.7809,45.5005,79.3,64,99,13.13,overcast clouds
315,Quatre Cocos,MU,2022-03-27 20:51:13,-20.2078,57.7625,78.91,75,10,7.96,clear sky
316,Tiarei,PF,2022-03-27 20:54:13,-17.5333,-149.3333,86.02,76,71,15.3,light rain
317,Kirknewton,GB,2022-03-27 20:54:13,55.8875,-3.419,51.35,70,0,2.3,clear sky
318,Garissa,KE,2022-03-27 20:54:06,-0.4536,39.6401,84.88,60,81,12.19,broken clouds
319,Poum,NC,2022-03-27 20:50:24,-20.2333,164.0167,80.28,76,31,15.1,scattered clouds
320,Olinda,BR,2022-03-27 20:54:14,-8.0089,-34.8553,82.13,78,75,8.05,broken clouds
321,Sisimiut,GL,2022-03-27 20:54:15,66.9395,-53.6735,25.12,67,13,9.84,few clouds
322,Vestmannaeyjar,IS,2022-03-27 20:54:15,63.4427,-20.2734,46.0,90,100,20.65,overcast clouds
323,Aden,YE,2022-03-27 20:54:15,12.7794,45.0367,80.38,65,4,2.89,clear sky
324,Kyshtovka,RU,2022-03-27 20:54:16,56.555,76.6271,-0.29,100,84,4.12,broken clouds
325,Pesochenskiy,RU,2022-03-27 20:54:16,54.1733,36.1094,23.29,73,91,14.97,overcast clouds
326,Pringsewu,ID,2022-03-27 20:54:17,-5.3582,104.9744,72.54,96,45,1.01,scattered clouds
327,Puerto Penasco,MX,2022-03-27 20:54:18,31.3167,-113.5333,67.91,74,8,13.0,clear sky
328,Maravilha,BR,2022-03-27 20:54:18,-26.7608,-53.1725,70.61,78,0,3.6,clear sky
329,Saint-Pierre,RE,2022-03-27 20:51:51,-21.3393,55.4781,76.91,82,0,3.44,clear sky
330,Coquimbo,CL,2022-03-27 20:52:36,-29.9533,-71.3436,62.33,77,20,13.8,few clouds
331,Porto Novo,BJ,2022-03-27 20:54:19,6.4965,2.6036,85.82,79,34,10.02,scattered clouds
332,Rio Rancho,US,2022-03-27 20:52:20,35.2334,-106.6645,80.15,10,56,4.0,broken clouds
333,Marawi,PH,2022-03-27 20:54:19,7.9986,124.2928,67.21,93,33,1.81,scattered clouds
334,Tocopilla,CL,2022-03-27 20:54:20,-22.092,-70.1979,71.91,67,21,11.25,few clouds
335,Bambous Virieux,MU,2022-03-27 20:54:03,-20.3428,57.7575,79.05,83,40,1.14,scattered clouds
336,Tiznit,MA,2022-03-27 20:54:20,29.5833,-9.5,67.96,35,100,1.28,overcast clouds
337,Ambulu,ID,2022-03-27 20:54:21,-8.345,113.6058,75.81,88,88,2.98,overcast clouds
338,Serebryansk,KZ,2022-03-27 20:54:21,49.6925,83.2892,32.18,95,100,3.02,snow
339,Alpena,US,2022-03-27 20:54:22,45.0617,-83.4327,24.19,53,100,11.01,overcast clouds
340,Doha,QA,2022-03-27 20:49:50,25.2867,51.5333,66.18,46,0,19.57,clear sky
341,Kinshasa,CD,2022-03-27 20:49:23,-4.3246,15.3215,80.98,78,20,4.61,light rain
342,Krasnoselkup,RU,2022-03-27 20:54:23,65.7,82.4667,-6.02,100,73,6.76,broken clouds
343,Finspang,SE,2022-03-27 20:53:53,58.7058,15.7674,48.72,64,16,11.72,few clouds
344,Leningradskiy,RU,2022-03-27 20:51:43,69.3833,178.4167,-7.26,89,15,3.49,few clouds
345,Toktogul,KG,2022-03-27 20:54:24,41.8708,72.9402,38.5,94,94,0.63,overcast clouds
346,Cabo San Lucas,MX,2022-03-27 20:51:59,22.8909,-109.9124,85.6,45,6,9.64,clear sky
347,Paracale,PH,2022-03-27 20:54:25,14.2804,122.7881,77.56,88,100,7.74,overcast clouds
348,Port Hardy,CA,2022-03-27 20:51:18,50.6996,-127.4199,48.38,93,100,5.75,light rain
349,Paciran,ID,2022-03-27 20:54:25,-6.8767,112.3761,78.15,85,96,4.43,light rain
350,Vao,NC,2022-03-27 20:50:48,-22.6667,167.4833,76.66,69,27,17.43,scattered clouds
351,Soligalich,RU,2022-03-27 20:54:26,59.0778,42.2864,17.15,85,100,12.95,overcast clouds
352,Hohhot,CN,2022-03-27 20:54:26,40.8106,111.6522,23.29,63,0,6.71,clear sky
353,Lillehammer,NO,2022-03-27 20:54:27,61.1146,10.4674,38.79,72,100,7.9,overcast clouds
354,Wad Rawah,SD,2022-03-27 20:54:27,15.1603,33.1397,79.39,15,22,13.02,few clouds
355,Rorvik,NO,2022-03-27 20:54:28,64.8621,11.2373,39.31,75,75,26.46,light rain
356,Puerto Quijarro,BO,2022-03-27 20:54:28,-17.7833,-57.7667,86.76,54,23,2.17,few clouds
357,Lesnoy,RU,2022-03-27 20:54:29,57.6198,63.0784,22.14,89,100,14.03,overcast clouds
358,Dekar,BW,2022-03-27 20:54:29,-21.5333,21.9333,72.75,57,54,8.01,broken clouds
359,Iisalmi,FI,2022-03-27 20:54:29,63.5592,27.1907,22.21,94,100,10.76,light snow
360,Brae,GB,2022-03-27 20:54:30,60.3964,-1.353,47.48,86,2,16.75,clear sky
361,Agaro,ET,2022-03-27 20:54:30,7.85,36.65,64.62,70,37,2.06,scattered clouds
362,Belmonte,BR,2022-03-27 20:51:30,-15.8631,-38.8828,78.82,78,9,6.49,clear sky
363,Iqaluit,CA,2022-03-27 20:54:31,63.7506,-68.5145,19.13,92,100,2.3,overcast clouds
364,Horodyshche,UA,2022-03-27 20:54:31,49.2849,31.4451,32.23,42,72,9.46,broken clouds
365,Guatire,VE,2022-03-27 20:54:32,10.4762,-66.5427,81.77,68,87,5.79,overcast clouds
366,Nanortalik,GL,2022-03-27 20:54:32,60.1432,-45.2371,30.51,80,98,4.88,overcast clouds
367,Careiro Da Varzea,BR,2022-03-27 20:52:49,-3.2003,-59.8119,84.83,83,90,3.22,light rain
368,Tsybli,UA,2022-03-27 20:54:33,49.9948,31.5628,32.97,42,64,14.18,broken clouds
369,Dulyapino,RU,2022-03-27 20:54:34,57.2578,40.8147,18.79,84,100,17.2,overcast clouds
370,Taltal,CL,2022-03-27 20:54:34,-25.4,-70.4833,70.11,69,23,8.19,few clouds
371,Oum Hadjer,TD,2022-03-27 20:54:35,13.2954,19.6966,78.37,8,4,15.43,clear sky
372,Tiksi,RU,2022-03-27 20:54:35,71.6872,128.8694,-11.61,100,99,5.44,overcast clouds
373,San Policarpo,PH,2022-03-27 20:51:00,12.1791,125.5072,80.58,82,99,10.16,overcast clouds
374,Khasan,RU,2022-03-27 20:54:36,42.4308,130.6434,35.62,59,0,8.72,clear sky
375,South Yuba City,US,2022-03-27 20:54:36,39.1166,-121.6391,75.06,43,40,10.36,scattered clouds
376,Inverness,GB,2022-03-27 20:54:36,57.4791,-4.224,44.8,87,0,2.3,clear sky
377,Mouila,GA,2022-03-27 20:54:37,-1.8685,11.0559,74.75,98,62,1.23,light rain
378,Acapulco,MX,2022-03-27 20:49:44,16.8634,-99.8901,85.75,37,66,9.89,broken clouds
379,Isangel,VU,2022-03-27 20:52:49,-19.55,169.2667,80.28,77,62,7.29,broken clouds
380,Prieska,ZA,2022-03-27 20:54:38,-29.6641,22.7474,77.14,33,38,6.93,scattered clouds
381,Provideniya,RU,2022-03-27 20:54:38,64.3833,-173.3,15.91,73,0,4.47,clear sky
382,Coswig,DE,2022-03-27 20:54:38,51.1333,13.5833,51.28,69,0,3.44,clear sky
383,Maragogi,BR,2022-03-27 20:54:39,-9.0122,-35.2225,78.46,86,100,8.34,light rain
384,Pemangkat,ID,2022-03-27 20:54:39,1.1667,108.9667,75.9,88,78,3.76,broken clouds
385,Payo,ID,2022-03-27 20:54:40,-3.7508,103.6372,71.67,97,89,1.39,overcast clouds
386,Moratuwa,LK,2022-03-27 20:54:40,6.773,79.8816,82.42,88,5,4.7,clear sky
387,Santa Isabel Do Rio Negro,BR,2022-03-27 20:54:40,-0.4139,-65.0192,81.52,91,93,1.97,light rain
388,Jardim,BR,2022-03-27 20:54:41,-21.4803,-56.1381,83.12,62,7,1.43,clear sky
389,Mpanda,TZ,2022-03-27 20:54:41,-6.3655,31.0409,66.04,95,99,1.68,light rain
390,Mercedes,AR,2022-03-27 20:54:42,-34.6515,-59.4307,79.65,53,0,4.54,clear sky
391,Kaitangata,NZ,2022-03-27 20:54:42,-46.2817,169.8464,54.36,89,7,2.1,clear sky
392,Chegdomyn,RU,2022-03-27 20:54:43,51.1167,133.0167,9.54,96,96,1.83,overcast clouds
393,Los Llanos De Aridane,ES,2022-03-27 20:54:43,28.6585,-17.9182,60.55,92,75,5.75,broken clouds
394,Kiunga,PG,2022-03-27 20:54:43,-6.1219,141.2906,73.04,99,93,1.92,overcast clouds
395,Batemans Bay,AU,2022-03-27 20:54:44,-35.7167,150.1833,65.1,91,95,3.76,overcast clouds
396,Dalhousie,IN,2022-03-27 20:54:44,32.5333,75.9833,53.26,29,0,9.89,clear sky
397,Ushtobe,KZ,2022-03-27 20:54:45,45.2514,77.9838,41.41,63,100,8.95,overcast clouds
398,Uray,RU,2022-03-27 20:54:45,60.1247,64.7758,22.03,89,100,14.27,overcast clouds
399,Niscemi,IT,2022-03-27 20:54:46,37.1486,14.3913,57.76,85,76,9.64,broken clouds
400,Buraydah,SA,2022-03-27 20:53:24,26.326,43.975,61.25,25,0,9.82,clear sky
401,Chapleau,CA,2022-03-27 20:54:46,47.8405,-83.4034,12.29,37,75,11.5,broken clouds
402,Alta Floresta,BR,2022-03-27 20:51:07,-9.8756,-56.0861,85.82,74,40,6.91,scattered clouds
403,Banepa,NP,2022-03-27 20:54:47,27.6298,85.5214,55.44,31,0,3.83,clear sky
404,Panhala,IN,2022-03-27 20:54:47,16.8167,74.1167,70.66,73,54,2.91,broken clouds
405,Ayagoz,KZ,2022-03-27 20:54:46,47.9714,80.4392,29.19,94,99,15.52,overcast clouds
406,Iturama,BR,2022-03-27 20:54:03,-19.7281,-50.1956,77.45,78,100,5.5,overcast clouds
407,Bereda,ES,2022-03-27 20:54:48,43.2686,-7.5406,55.15,75,100,1.52,overcast clouds
408,Ambilobe,MG,2022-03-27 20:50:54,-13.2,49.05,74.35,95,44,3.22,scattered clouds
409,Sambava,MG,2022-03-27 20:54:49,-14.2667,50.1667,77.13,89,20,3.62,few clouds
410,Bandarbeyla,SO,2022-03-27 20:54:49,9.4942,50.8122,78.17,70,4,11.9,clear sky
411,Zambrow,PL,2022-03-27 20:54:50,52.9855,22.2432,39.96,53,94,11.5,overcast clouds
412,Kichera,RU,2022-03-27 20:53:09,55.9375,110.0997,6.91,93,100,2.62,overcast clouds
413,Kumluca,TR,2022-03-27 20:54:50,36.3703,30.2869,56.37,47,0,5.95,clear sky
414,Bonthe,SL,2022-03-27 20:53:21,7.5264,-12.505,79.77,80,88,6.42,overcast clouds
415,Vilyuysk,RU,2022-03-27 20:54:51,63.7553,121.6247,11.61,97,100,2.57,overcast clouds
416,Klaksvik,FO,2022-03-27 20:54:51,62.2266,-6.589,41.92,89,100,15.84,overcast clouds
417,Tomohon,ID,2022-03-27 20:54:52,1.3346,124.8392,67.14,90,79,1.77,broken clouds
418,Grand Forks,US,2022-03-27 20:54:52,47.9417,-97.4337,23.79,46,0,0.0,clear sky
419,Ramsar,IR,2022-03-27 20:54:53,36.9226,50.6426,47.64,93,40,0.0,scattered clouds
420,Victor Harbor,AU,2022-03-27 20:54:53,-35.5667,138.6167,60.01,80,8,3.85,clear sky
421,Arraias,BR,2022-03-27 20:54:53,-12.9288,-46.9437,80.04,60,55,1.61,broken clouds
422,Ler,SS,2022-03-27 20:54:54,8.3018,30.1418,85.95,16,53,3.49,broken clouds
423,Mustasaari,FI,2022-03-27 20:54:54,63.1142,21.6822,35.55,93,100,4.61,moderate rain
424,Verkhnevilyuysk,RU,2022-03-27 20:54:55,63.4453,120.3167,17.29,95,100,3.51,overcast clouds
425,Linfen,CN,2022-03-27 20:54:55,36.0889,111.5189,47.62,38,3,2.19,clear sky
426,Kourou,GF,2022-03-27 20:54:55,5.1552,-52.6478,81.1,83,89,10.92,overcast clouds
427,Ostersund,SE,2022-03-27 20:54:56,63.1792,14.6357,37.85,93,100,17.27,light rain
428,Rebricea,RO,2022-03-27 20:54:56,46.8667,27.55,39.7,43,13,5.26,few clouds
429,Ayr,GB,2022-03-27 20:54:57,55.4627,-4.6339,50.31,87,0,0.0,clear sky
430,Wangqing,CN,2022-03-27 20:54:57,43.3218,129.7634,30.43,67,1,1.61,clear sky
431,Skelleftea,SE,2022-03-27 20:50:54,64.7507,20.9528,28.99,69,100,6.91,overcast clouds
432,Walla Walla,US,2022-03-27 20:54:58,46.0646,-118.343,66.85,53,100,5.99,overcast clouds
433,Komsomolskiy,UZ,2022-03-27 20:54:58,40.4272,71.7189,47.12,61,5,6.91,clear sky
434,Honiara,SB,2022-03-27 20:54:58,-9.4333,159.95,79.72,84,99,2.44,overcast clouds
435,Bonavista,CA,2022-03-27 20:54:59,48.6499,-53.1147,32.65,96,100,16.96,snow
436,Birjand,IR,2022-03-27 20:54:59,32.8663,59.2211,41.47,16,0,6.91,clear sky
437,Killybegs,IE,2022-03-27 20:55:00,54.6333,-8.45,51.57,76,71,4.74,broken clouds
438,Cape Coast,GH,2022-03-27 20:54:16,5.1053,-1.2466,81.9,85,59,7.83,broken clouds
439,Antsohihy,MG,2022-03-27 20:55:01,-14.8796,47.9875,74.59,97,98,1.66,light rain
440,Guerrero Negro,MX,2022-03-27 20:55:01,27.9769,-114.0611,70.36,51,100,10.92,overcast clouds
441,Jalu,LY,2022-03-27 20:55:02,29.0331,21.5482,63.72,20,0,11.92,clear sky
442,Cap Malheureux,MU,2022-03-27 20:55:03,-19.9842,57.6142,77.47,84,0,1.01,clear sky
443,Sao Joao Da Barra,BR,2022-03-27 20:55:04,-21.6403,-41.0511,86.09,89,0,13.65,clear sky
444,Eenhana,NA,2022-03-27 20:55:04,-17.4667,16.3333,71.01,38,8,4.79,clear sky
445,Pevek,RU,2022-03-27 20:55:05,69.7008,170.3133,-15.29,99,52,6.98,broken clouds
446,Sao Miguel Do Araguaia,BR,2022-03-27 20:55:05,-13.275,-50.1628,80.65,78,52,2.1,broken clouds
447,Pestovo,RU,2022-03-27 20:55:06,58.5938,35.8024,17.33,88,72,8.28,broken clouds
448,Torrevieja,ES,2022-03-27 20:53:18,37.9787,-0.6822,59.11,74,72,7.0,broken clouds
449,Emet,TR,2022-03-27 20:55:07,39.343,29.2585,40.86,61,0,2.08,clear sky
450,Campbell River,CA,2022-03-27 20:51:14,50.0163,-125.2446,47.59,93,100,4.61,mist
451,Broken Hill,AU,2022-03-27 20:55:07,-31.95,141.4333,62.31,67,54,0.0,broken clouds
452,Gidam,IN,2022-03-27 20:55:08,18.9833,81.4,73.53,26,10,1.34,clear sky
453,Xichang,CN,2022-03-27 20:55:08,27.8964,102.2634,46.17,91,5,2.3,clear sky
454,Ishigaki,JP,2022-03-27 20:55:09,24.3448,124.1572,68.13,100,100,16.11,mist
455,Dudinka,RU,2022-03-27 20:55:09,69.4058,86.1778,4.6,97,96,6.02,overcast clouds
456,Saint-Paul,RE,2022-03-27 20:55:10,-21.0096,55.2707,78.89,87,78,1.21,light rain
457,Iralaya,HN,2022-03-27 20:55:10,15.0,-83.2333,82.36,61,18,11.16,few clouds
458,Yaan,NG,2022-03-27 20:55:11,7.3833,8.5667,87.66,11,11,3.6,few clouds
459,Harper,LR,2022-03-27 20:55:11,4.375,-7.7169,81.0,85,94,5.01,overcast clouds
460,Elsterwerda,DE,2022-03-27 20:55:11,51.45,13.5333,51.51,75,1,3.85,clear sky
461,Santa Isabel,BR,2022-03-27 20:55:12,-23.3156,-46.2214,79.56,96,100,2.95,overcast clouds
462,Wamba,NG,2022-03-27 20:55:12,8.9333,8.6,80.55,13,44,4.5,scattered clouds
463,Paso De Los Toros,UY,2022-03-27 20:55:13,-32.8167,-56.5167,72.14,64,0,5.57,clear sky
464,New Lenox,US,2022-03-27 20:55:13,41.512,-87.9656,37.08,48,0,10.36,clear sky
465,Sorong,ID,2022-03-27 20:55:14,-0.8833,131.25,79.92,82,100,1.43,overcast clouds
466,Koga,JP,2022-03-27 20:55:14,33.7333,130.4667,53.19,48,100,11.5,overcast clouds
467,Barentu,ER,2022-03-27 20:52:06,15.1139,37.5928,72.14,47,1,5.46,clear sky
468,Kupang,ID,2022-03-27 20:55:15,-10.1667,123.5833,77.38,87,93,1.79,overcast clouds
469,Banda Aceh,ID,2022-03-27 20:55:15,5.5577,95.3222,80.04,81,11,3.53,few clouds
470,Hangu,CN,2022-03-27 20:55:16,39.2489,117.7892,44.64,35,0,8.46,clear sky
471,Baker City,US,2022-03-27 20:55:16,44.7749,-117.8344,62.58,52,100,5.99,overcast clouds
472,Teahupoo,PF,2022-03-27 20:55:17,-17.8333,-149.2667,80.56,75,41,15.77,light rain
473,Bull Savanna,JM,2022-03-27 20:55:17,17.8868,-77.5902,77.07,68,73,3.0,moderate rain
474,Valdivia,CL,2022-03-27 20:55:18,-39.8142,-73.2459,62.69,53,0,5.46,clear sky
475,Brainerd,US,2022-03-27 20:53:04,46.358,-94.2008,25.25,38,10,6.96,clear sky
476,Okhotsk,RU,2022-03-27 20:55:18,59.3833,143.3,-3.06,81,1,15.01,clear sky
477,Plouzane,FR,2022-03-27 20:55:19,48.3833,-4.6167,57.52,47,0,4.61,clear sky
478,Kamenka,RU,2022-03-27 20:55:19,51.3223,42.7678,23.9,84,100,18.32,overcast clouds
479,Qaqortoq,GL,2022-03-27 20:55:20,60.7167,-46.0333,32.2,67,99,7.09,overcast clouds
480,Shingu,JP,2022-03-27 20:55:20,33.7333,135.9833,52.92,62,100,5.88,overcast clouds
481,Teya,RU,2022-03-27 20:55:20,60.3778,92.6267,-5.13,100,98,3.65,overcast clouds
482,Luganville,VU,2022-03-27 20:52:00,-15.5333,167.1667,80.87,87,99,4.43,overcast clouds
483,Kieta,PG,2022-03-27 20:55:21,-6.2167,155.6333,80.35,83,100,3.51,overcast clouds
484,Zanjan,IR,2022-03-27 20:55:21,36.6736,48.4787,34.86,63,49,8.48,scattered clouds
485,Pitimbu,BR,2022-03-27 20:52:52,-7.4706,-34.8086,81.19,83,100,9.6,light rain
486,Tucupita,VE,2022-03-27 20:55:22,9.0622,-62.051,84.22,62,99,8.21,overcast clouds
487,Aktash,RU,2022-03-27 20:55:23,50.3,87.7333,11.91,91,100,4.9,overcast clouds
488,Marsa Matruh,EG,2022-03-27 20:51:28,31.3525,27.2453,57.4,82,0,5.75,clear sky
489,Magog,CA,2022-03-27 20:52:35,45.2668,-72.1491,30.9,74,100,19.57,overcast clouds
490,Nikolayevskaya,RU,2022-03-27 20:55:23,47.6139,41.5023,31.86,67,100,16.26,overcast clouds
491,Kasane,BW,2022-03-27 20:55:24,-17.8167,25.15,69.84,77,57,3.65,broken clouds
492,Neiafu,TO,2022-03-27 20:55:24,-18.65,-173.9833,77.68,94,75,5.75,broken clouds
493,Kattivakkam,IN,2022-03-27 20:55:25,13.2167,80.3167,84.29,91,25,10.58,scattered clouds
494,Passagem Franca,BR,2022-03-27 20:55:25,-6.1797,-43.7836,76.21,92,95,3.04,light rain
495,Muscat,OM,2022-03-27 20:53:49,23.6139,58.5922,81.45,42,0,10.38,clear sky
496,Flinders,AU,2022-03-27 20:55:26,-34.5833,150.8552,66.18,94,94,4.0,overcast clouds
497,Yongchang,CN,2022-03-27 20:55:26,30.0381,119.7317,48.97,96,100,3.04,overcast clouds
498,Ratnagiri,IN,2022-03-27 20:55:27,16.9833,73.3,77.16,83,5,6.26,clear sky
499,Zhezkazgan,KZ,2022-03-27 20:55:27,47.8043,67.7144,19.62,96,34,3.94,scattered clouds
500,Kiruna,SE,2022-03-27 20:55:28,67.8557,20.2251,14.92,92,100,6.91,snow
501,Westport,US,2022-03-27 20:50:35,41.1415,-73.3579,45.34,49,100,14.0,overcast clouds
502,Saint Albans,GB,2022-03-27 20:55:28,51.75,-0.3333,48.38,88,0,4.61,clear sky
503,Halifax,CA,2022-03-27 20:50:31,44.6453,-63.5724,44.69,90,89,6.91,overcast clouds
504,Petropavlovsk-Kamchatskiy,RU,2022-03-27 20:55:01,53.0452,158.6483,28.99,100,100,8.95,shower snow
505,Soller,ES,2022-03-27 20:55:30,39.7662,2.7152,55.85,89,1,1.99,clear sky
506,Luwingu,ZM,2022-03-27 20:55:30,-10.2621,29.9271,63.39,96,87,3.58,overcast clouds
507,Palu,ID,2022-03-27 20:52:25,-0.8917,119.8707,74.82,90,99,2.51,overcast clouds
508,Naze,JP,2022-03-27 20:55:31,28.3667,129.4833,56.32,62,95,14.07,overcast clouds
509,Ocampo,MX,2022-03-27 20:55:31,21.65,-101.5,76.42,9,2,12.21,clear sky
510,Ati,TD,2022-03-27 20:55:32,13.2154,18.3353,76.05,9,23,11.86,few clouds
511,Chake Chake,TZ,2022-03-27 20:55:32,-5.2459,39.7666,80.4,79,14,6.8,few clouds
512,Nayoro,JP,2022-03-27 20:55:33,44.3506,142.4578,33.78,81,93,12.57,overcast clouds
513,Mitsamiouli,KM,2022-03-27 20:55:33,-11.3847,43.2844,82.49,75,100,6.4,overcast clouds
514,Vilhena,BR,2022-03-27 20:51:02,-12.7406,-60.1458,73.62,94,75,10.36,thunderstorm
515,Ankang,CN,2022-03-27 20:55:34,32.68,109.0172,50.65,65,0,3.09,clear sky
516,Murgab,TM,2022-03-27 20:55:35,37.4966,61.9714,49.87,62,0,6.91,clear sky
517,Mehamn,NO,2022-03-27 20:55:35,71.0357,27.8492,21.11,83,99,1.14,light snow
518,Pabrade,LT,2022-03-27 20:55:36,55.0,25.7833,35.19,64,100,7.2,overcast clouds
519,Yinchuan,CN,2022-03-27 20:55:36,38.4681,106.2731,44.08,32,30,0.98,scattered clouds
520,Sao Felix Do Xingu,BR,2022-03-27 20:53:22,-6.6447,-51.995,77.25,96,87,3.0,overcast clouds
521,Ulladulla,AU,2022-03-27 20:55:37,-35.35,150.4667,65.77,95,100,7.02,overcast clouds
522,Machiques,VE,2022-03-27 20:55:37,10.0644,-72.545,89.6,55,94,6.91,overcast clouds
523,Hue,VN,2022-03-27 20:55:37,16.4667,107.6,73.51,94,75,16.11,mist
